Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,HDMI
HP,"32GB 512 GB SSD RTX4070 (8 GB) 17.3"" FHD Freedos A44QSEAHMFY17",66687.62,0.0,https://www.trendyol.com/hp/omen-17-db0021nt-r7-8845hs-32gb-512-gb-ssd-rtx4070-8-gb-17-3-fhd-freedos-a44qseahmfy17-p-885562023?boutiqueId=61&merchantId=167131,0.0,0,1,AMD Ryzen 7,32.0,0.5,Free Dos,Nvidia GeForce RTX 4060,"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,8845HS,7. Nesil,8.0,1.0,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,1.9,4.9,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,FHD+,2.0,64.0,Yok
ASUS,7.Nesil Ryzen 7 7730U-8Gb-512Gb Ssd-15.6inc-W11,23942.0,0.0,https://www.trendyol.com/asus/vivobook-15-m1502-7-nesil-ryzen-7-7730u-8gb-512gb-ssd-15-6inc-w11-p-866728715?boutiqueId=61&merchantId=624588,0.0,0,1,AMD Ryzen 7,8.0,0.5,Windows,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,7730U,7. Nesil,6.0,0.5,Yok,TN,DDR4,Gri,Resmi Distribütör Garantili,2.4,4.4,USB,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
ASUS,"96GB 4tb SSD W11PRO 15.6"" Fhd 144Hz 8gb RTX4070 FX507VI-LP09048+ZettaÇanta",98999.98,0.0,https://www.trendyol.com/asus/tuf-gaming-f15-i7-13620h-96gb-4tb-ssd-w11pro-15-6-fhd-144hz-8gb-rtx4070-fx507vi-lp09048-zettacanta-p-828050833?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i7,96.0,4.0,Windows,Nvidia GeForce RTX 4070,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144.0,Harici,8,13620H,13. Nesil,10.0,1.0,Yok,IPS,DDR5,Gri,Resmi Distribütör Garantili,4.0,5.0,Wi-Fi,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
HP,HP Victus 15,42999.99,5.0,https://www.trendyol.com/hp/n-a-p-675176564?boutiqueId=61&merchantId=281009,656.0,0,1,Intel Core i7,16.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13620H,13. Nesil,10.0,0.5,Yok,IPS,DDR4,Koyu Gri,Resmi Distribütör Garantili,1.0,4.9,Bluetooth - USB,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
Apple,"13-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU, 16GB, 512GB SSD - Yıldız Işığı",60049.0,5.0,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-10-core-gpu-16gb-512gb-ssd-yildiz-isigi-p-870271047?boutiqueId=638145&merchantId=968,0.0,0,0,Apple M3,16.0,0.5,Mac Os,Dahili Ekran Kartı,13 inç,2560 x 1664,Ofis - İş,2 kg ve altı,60.0,Dahili,1,9750H,3. Nesil,8.0,0.25,Yok,IPS,Birleşik Bellek,Bej,Apple Türkiye Garantili,3.5,4.4,USB-C,RGB,Dahili,QHD,2.0,32.0,Yok
Dell,"Inspiron 3520 Intel Core i7 1255U 16GB 512GB SSD Windows 11 Home 15.6"" i35201013UA29",26999.0,5.0,https://www.trendyol.com/dell/inspiron-3520-intel-core-i7-1255u-16gb-512gb-ssd-windows-11-home-15-6-i35201013ua29-p-749891920?boutiqueId=61&merchantId=192739,0.0,0,1,Intel Core i7,16.0,0.5,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1255U,12. Nesil,10.0,0.48828125,Yok,VA,DDR4,Siyah,Dell Türkiye Garantili,1.7,4.7,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
HP,"9J264EA02 i5-14500HX 16GB 1TBSSD+1TBSSD RTX4050 16.1"" FHD FreeDOS Dizüstü Bilgi",51899.0,0.0,https://www.trendyol.com/hp/victus-16-r1062nt-9j264ea02-i5-14500hx-16gb-1tbssd-1tbssd-rtx4050-16-1-fhd-freedos-dizustu-bilgi-p-873642213?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i5,16.0,2.0,Linux,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,14500HX,14. Nesil,14.0,0.5,Yok,IPS,DDR5,Gri,Resmi Distribütör Garantili,1.9,4.9,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
HP,"5700u 24gb Ram 1tb Ssd Freedos 15.6"" Fhd + Çanta",21499.0,0.0,https://www.trendyol.com/hp/15s-eq2000nt06-amd-ryzen-7-5700u-24gb-ram-1tb-ssd-freedos-15-6-fhd-canta-p-863172099?boutiqueId=61&merchantId=192739,0.0,0,1,AMD Ryzen 7,24.0,1.0,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,5700U,5. Nesil,8.0,1.0,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,1.8,4.2,Bluetooth,Q Türkçe,DDR,Full HD (FHD),2.0,32.0,Yok
Dell,"512GBSSD RTX40608G 15.6"" FDos+MD200+CNT G155530017U_MD200_CNTBT1",65723.39,0.0,https://www.trendyol.com/dell/g15-5530-i9-13900hx-16gb-512gbssd-rtx40608g-15-6-fdos-md200-cnt-g155530017u-md200-cntbt1-p-879383435?boutiqueId=61&merchantId=999351,0.0,0,1,Intel Core i9,16.0,0.5,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,360.0,Harici,8,13900HX,13. Nesil,24.0,1.0,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,2.2,5.0,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
Store,"i3-1215U 8GB 512GB 15.6"" Ubuntu",13000.0,0.0,https://www.trendyol.com/store/dell-vostro-3520-i3-1215u-8gb-512gb-15-6-ubuntu-p-866755054?boutiqueId=61&merchantId=202748,0.0,1,1,Intel Core i3,8.0,0.5,Linux,Intel HD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1215U,12. Nesil,6.0,0.5,Yok,TN,DDR4,Siyah,Dell Türkiye Garantili,1.2,2.1,USB,Q Türkçe,GDDR5X,Full HD (FHD),2.0,16.0,Yok
LENOVO,"GB /512 GB /14"" /W11/ Laptop 82R900GPTX",28999.0,0.0,https://www.trendyol.com/lenovo/ip-flex-5-r5-5500u-8-gb-512-gb-14-w11-laptop-82r900gptx-p-861932438?boutiqueId=61&merchantId=867147,0.0,1,1,AMD Ryzen 5,8.0,0.5,Windows,AMD Radeon Graphics,14 inç,1920 x 1200,Ev - Okul,2 kg ve altı,60.0,Dahili,1,5500U,13. Nesil,6.0,0.5,Yok,IPS,LPDDR4,Gri,Resmi Distribütör Garantili,3.7,4.4,Bluetooth - USB,Q Türkçe,Dahili,WUXGA,2.0,16.0,Yok
LENOVO,"I7-1355u 16gb 512gb Ssd 15.6"" Fhd Freedos Taşınabilir Bilgisayar 83a1003",25999.0,0.0,https://www.trendyol.com/lenovo/v15-gen-4-intel-core-i7-1355u-16gb-512gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-83a1003-p-805544393?boutiqueId=61&merchantId=114271,0.0,1,1,Intel Core i7,16.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,1355U,13. Nesil,10.0,0.5,Yok,TN,DDR4,Siyah,Resmi Distribütör Garantili,1.2,5.0,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
Dell,Inspiron 3520 I7 1255u 16gb 512gb Ssd Ubuntu 15.6 Fhd 120hz Notebook,23579.0,4.0,https://www.trendyol.com/dell/inspiron-3520-i7-1255u-16gb-512gb-ssd-ubuntu-15-6-fhd-120hz-notebook-p-765381073?boutiqueId=61&merchantId=105378,178.0,0,1,Intel Core i7,16.0,0.5,Linux,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,1255U,12. Nesil,10.0,0.25,Yok,TN,DDR4,Siyah,Resmi Distribütör Garantili,3.5,4.7,HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,32.0,Yok
HP,"7535hs 16 GB 256 GB SSD Rx6550m-4gb Free 15.6"" FHD A44MJEAAR2",26341.15,0.0,https://www.trendyol.com/hp/victus-15-fb2028nt-amd-r5-7535hs-16-gb-256-gb-ssd-rx6550m-4gb-free-15-6-fhd-a44mjeaar2-p-875855950?boutiqueId=61&merchantId=932594,0.0,0,1,AMD Ryzen 5,16.0,0.25,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Tasarım,2 - 4 kg,144.0,Harici,4,5600H,5. Nesil,6.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,3.3,4.2,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,32.0,Yok
LENOVO,4X40K09936 Basic Backpack Notebook Sırt Çantası,663.77,0.0,https://www.trendyol.com/lenovo/15-6-thinkpad-4x40k09936-basic-backpack-notebook-sirt-cantasi-p-863523660?boutiqueId=61&merchantId=1023831,0.0,0,1,MediaTek P60T,36.0,0.03125,Windows,Intel XE Graphics,18 inç,4480 x 2520,Ev - Okul,2 kg ve altı,90.0,Harici,10,4800HS,5. Nesil,10.0,0.48828125,Yok,TN,LPDDR4X,Gümüş,ACER Türkiye Garantili,2.0,3.1,USB,RGB Numeric,Dahili,Ultra HD 4K (UHD),1.0,16.0,Yok
LENOVO,"21KK001GTR09 Ryzen5 7530U 32GB 1TBSSD 16"" FHD+ FreeDOS Dizüstü Bilgisayar",23745.0,0.0,https://www.trendyol.com/lenovo/thinkbook-16-21kk001gtr09-ryzen5-7530u-32gb-1tbssd-16-fhd-freedos-dizustu-bilgisayar-p-871678654?boutiqueId=61&merchantId=106664,0.0,1,1,AMD Ryzen 5,32.0,1.0,Linux,AMD Radeon Graphics,16 inç,1920 x 1200,Ofis - İş,2 kg ve altı,60.0,Dahili,1,7530U,7. Nesil,6.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,2.0,4.5,USB - Bluetooth - HDMI,RGB,Dahili,WUXGA,2.0,64.0,Yok
CASPER,G870.1270-BF70A-B i7-12700H 16GB RAM 1TB NVMe SSD 8GB RTX4070 W11 GAMING LAPTOP,56199.0,0.0,https://www.trendyol.com/casper/excalibur-g870-1270-bf70a-b-i7-12700h-16gb-ram-1tb-nvme-ssd-8gb-rtx4070-w11-gaming-laptop-p-829353957?boutiqueId=61&merchantId=114258,0.0,0,1,Intel Core i7,16.0,1.0,Windows,Nvidia GeForce RTX 4070,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,12700H,12. Nesil,14.0,2.0,Yok,IPS,DDR4,Gri,Casper Türkiye Garantili,3.6,4.9,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
MSI,B1VFG-027TR ULTRA 7 155H 32GB LPDDR5 RTX4060 GDDR6 8GB 2TB SSD 16 QHD+ W11 GRI,91177.2,0.0,https://www.trendyol.com/msi/prestige-16-ai-studio-b1vfg-027tr-ultra-7-155h-32gb-lpddr5-rtx4060-gddr6-8gb-2tb-ssd-16-qhd-w11-gri-p-795637304?boutiqueId=61&merchantId=106198,0.0,1,1,Intel Core Ultra 7,32.0,2.0,Windows,Nvidia GeForce RTX 4060,16 inç,2560 x 1600,Oyun,2 - 4 kg,240.0,Harici,8,155H,13. Nesil,16.0,1.0,Yok,TN,LPDDR5,Siyah,MSI Türkiye Garantili,1.8,5.0,USB - Bluetooth - HDMI,RGB,GDDR6,WQXGA,2.0,64.0,Yok
LENOVO,"83df00a00tt05 İ7-14700HX 32gb 512ssd+1tbssd Rtx4070 16"" Qhd+ W11h Dizüstü Bilgis",94079.0,0.0,https://www.trendyol.com/lenovo/legion-pro-5-83df00a00tt05-i7-14700hx-32gb-512ssd-1tbssd-rtx4070-16-qhd-w11h-dizustu-bilgis-p-882451566?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i7,32.0,1.0,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,165.0,Harici,8,14700HX,14. Nesil,20.0,0.48828125,Yok,IPS,DDR5,Siyah,İthalatçı Garantili,1.5,5.0,USB - Bluetooth - HDMI,Q İngilizce,GDDR6,WQXGA,2.0,64.0,Yok
HP,"16GB 512GB SSD 15.6"" FHD Win11 Laptop 4H234EAWZ1 - Wz Çanta",17799.0,0.0,https://www.trendyol.com/hp/15s-eq2018nt-ryzen-5-5500u-16gb-512gb-ssd-15-6-fhd-win11-laptop-4h234eawz1-wz-canta-p-847521730?boutiqueId=61&merchantId=482979,0.0,1,1,AMD Ryzen 5,16.0,0.5,Windows,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,5500U,12. Nesil,6.0,0.5,Yok,TN,DDR4,Gri,HP Türkiye Garantili,1.3,4.0,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
HP,512GB SSD RTX4050/6GB 144HZ 16.1'' FHD W11PRO 9J278EA  & PER4 ÇANTA,61333.53,0.0,https://www.trendyol.com/hp/victus-16-i5-14500hx-64gb-512gb-ssd-rtx4050-6gb-144hz-16-1-fhd-w11pro-9j278ea-per4-canta-p-838215672?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,64.0,0.5,Windows,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,14500HX,14. Nesil,20.0,1.0,Yok,IPS,DDR5,Beyaz,HP Türkiye Garantili,1.9,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,256GB DOS,30488.22,0.0,https://www.trendyol.com/lenovo/tp-e16-g1-i5-1335u-8gb-256gb-dos-p-795776328?boutiqueId=61&merchantId=116287,0.0,0,1,Intel Core i3,4.0,0.1171875,Windows,Dahili Ekran Kartı,Belirtilmemiş,1920 x 1080,Ev - Okul,2 - 4 kg,60.0,Dahili,1,1000M,12. Nesil,12.0,0.5,Yok,IPS,Birleşik Bellek,Gri,Resmi Distribütör Garantili,1.6,4.4,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
MSI,"Intel Core I5 12450h 24gb 1tb Ssd Rtx3050 Windows 11 Pro 15.6""",40399.0,0.0,https://www.trendyol.com/msi/thin-15-b12uc-1478xtrm11-intel-core-i5-12450h-24gb-1tb-ssd-rtx3050-windows-11-pro-15-6-p-866781703?boutiqueId=61&merchantId=127233,0.0,1,1,Intel Core i5,24.0,1.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144.0,Harici,4,12450H,12. Nesil,8.0,0.25,Yok,TN,DDR4,Siyah,MSI Türkiye Garantili,3.3,4.7,HDMI - USB,RGB,GDDR6,Full HD (FHD),2.0,16.0,Yok
HP,256GB SSD 15.6'' FHD FDOS 853U8ES & PER4 ÇANTA,18499.0,0.0,https://www.trendyol.com/hp/250-g8-i5-1135g7-32gb-ram-256gb-ssd-15-6-fhd-fdos-853u8es-per4-canta-p-819980569?boutiqueId=61&merchantId=593943,0.0,1,1,Intel Core i5,32.0,0.25,Free Dos,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1135G7,11. Nesil,4.0,1.0,Yok,TN,DDR4,Gri,HP Türkiye Garantili,2.4,4.2,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
Dell,"Intel I5 1335U 64GB 512GB SSD 14"" W11HOME FhdDLNN005L54401430+ZETTAÇANTA",45999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-64gb-512gb-ssd-14-w11home-fhddlnn005l54401430-zettacanta-p-802129627?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,64.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 64GB 512GB SSD 14"" Dos FhdDLNN005L54401414+ZETTAÇANTA",44499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-64gb-512gb-ssd-14-dos-fhddlnn005l54401414-zettacanta-p-802126186?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,64.0,0.5,Free Dos,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 256GB SSD 14"" W11HOME FhdDLNN005L54401425+ZETTAÇANTA",42499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-256gb-ssd-14-w11home-fhddlnn005l54401425-zettacanta-p-802125146?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,0.25,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 256GB SSD 14"" W11PRO FhdDLNN005L54401441+ZETTAÇANTA",43999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-256gb-ssd-14-w11pro-fhddlnn005l54401441-zettacanta-p-802123915?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,0.25,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 16GB 256GB SSD 14"" W11PRO FhdDLNN005L54401437+ZETTAÇANTA",41999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-16gb-256gb-ssd-14-w11pro-fhddlnn005l54401437-zettacanta-p-802123250?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,16.0,0.25,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 8 GB 1tb SSD 14"" Dos FhdDLNN005L54401403+WEBLEGELSINÇANTA",44499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-8-gb-1tb-ssd-14-dos-fhddlnn005l54401403-weblegelsincanta-p-802123174?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,8.0,1.0,Free Dos,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 1tb SSD 14"" Dos FhdDLNN005L54401411+WEBLEGELSINÇANTA",46499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-1tb-ssd-14-dos-fhddlnn005l54401411-weblegelsincanta-p-802122312?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,1.0,Free Dos,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 512GB SSD 14"" W11HOME FhdDLNN005L54401426+ZETTAÇANTA",42999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-512gb-ssd-14-w11home-fhddlnn005l54401426-zettacanta-p-802122042?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 1tb SSD 14"" W11PRO FhdDLNN005L54401443+ZETTAÇANTA",49499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-1tb-ssd-14-w11pro-fhddlnn005l54401443-zettacanta-p-802121390?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,1.0,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,5.0,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 512GB SSD 14"" W11PRO FhdDLNN005L54401442+ZETTAÇANTA",44499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-512gb-ssd-14-w11pro-fhddlnn005l54401442-zettacanta-p-802121042?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 8gb 512GB SSD 14"" W11PRO FhdDLNN005L54401434+ZETTAÇANTA",42499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-8gb-512gb-ssd-14-w11pro-fhddlnn005l54401434-zettacanta-p-802121038?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,8.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 64GB 256GB SSD 14"" Dos FhdDLNN005L54401413+ZETTAÇANTA",43999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-64gb-256gb-ssd-14-dos-fhddlnn005l54401413-zettacanta-p-802120323?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,64.0,0.25,Free Dos,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 8gb 1tb SSD 14"" W11HOME FhdDLNN005L54401419+ZETTAÇANTA",45999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-8gb-1tb-ssd-14-w11home-fhddlnn005l54401419-zettacanta-p-802119532?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,8.0,1.0,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 16GB 512GB SSD 14"" W11PRO FhdDLNN005L54401438+ZETTAÇANTA",42499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-16gb-512gb-ssd-14-w11pro-fhddlnn005l54401438-zettacanta-p-802119104?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 64GB 256GB SSD 14"" W11HOME FhdDLNN005L54401429+ZETTAÇANTA",45499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-64gb-256gb-ssd-14-w11home-fhddlnn005l54401429-zettacanta-p-802118840?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,64.0,0.25,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.9,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
LENOVO,"82XV00G9TXM3 i7-13620h 16 GB 512 GB SSD RTX4060 15.6"" W11H FHD Dizüstü Bilgisayar",62316.0,0.0,https://www.trendyol.com/lenovo/loq-15irh8-82xv00g9txm3-i7-13620h-16-gb-512-gb-ssd-rtx4060-15-6-w11h-fhd-dizustu-bilgisayar-p-852733380?boutiqueId=61&merchantId=127233,0.0,1,1,Intel Core i7,16.0,0.5,Windows,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13620H,13. Nesil,10.0,0.48828125,Yok,IPS,DDR5,gri,Lenovo Türkiye Garantili,3.2,5.0,USB,RGB Numeric,GDDR6,Full HD (FHD),2.0,16.0,Yok
